title,video_id,channel_title,publish_time,description,tags,category_id, view_count ,like_count,comment_count,duration,definition,privacy_status,,UGC,16%
He Left His Baby Mama For A Stripper! (The Jerry Springer Show),txVULKl7kVg,The Jerry Springer Show,2018-07-23T17:47:35Z,"She didn't take the news so well.

Subscribe NOW to The Jerry Springer Show: http://bit.ly/SpringerSub 

Don't miss another episode of #JerrySpringer, find out where to watch here: http://jerryspringertv.com/watch

Get social with us on:
Website: http://jerryspringertv.com/
Add us on Snapchat: JerrySpringerTV
Likes us on Facebook: https://www.facebook.com/JerrySpringer
Follow us on Twitter: https://twitter.com/SpringerTV
Follow us on Instagram: http://instagram.com/thejerryspringershow
Snag some merch at our Studio Promos Merch Store: http://www.studiopromos.com
Watch full episodes of The Jerry Springer Show on demand for free at: https://www.Nosey.com","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Fights,Fist fights,Fighting,Relationships,Love,Friendship,Conflict,Strippers,Music,Performers,Entertainment,Pole Dancing,Boyfriend,Girlfriend,BFF,Beads,Romance,Roast,Comedy,Burns,WTF,Audience,Q+A,Stamford CT,Connecticut,Leaving Baby Mama For A Stripper,WorldStarHipHop,Migos,Cardi B,Nicki Minaj,69,MTV",24," 3,605,109 ",48197,7993,PT9M47S,hd,public,,,
"""I Love How You Fart When You're Nervous!"" (The Jerry Springer Show)",vKVoP1e5Fm4,The Jerry Springer Show,2018-11-15T15:56:20Z,"If you don't love me like this then you don't love me at all!

Subscribe NOW to The Jerry Springer Show: http://bit.ly/SpringerSub 

Don't miss another episode of #JerrySpringer, find out where to watch here: http://jerryspringertv.com/watch

Get social with us on:
Website: http://jerryspringertv.com/
Add us on Snapchat: JerrySpringerTV
Likes us on Facebook: https://www.facebook.com/JerrySpringer
Follow us on Twitter: https://twitter.com/SpringerTV
Follow us on Instagram: http://instagram.com/thejerryspringershow
Snag some merch at our Studio Promos Merch Store: http://www.studiopromos.com
Watch full episodes of The Jerry Springer Show on demand for free at: https://www.Nosey.com","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Fights,Fist fights,Fighting,Relationships,Love,Friendship,Conflict,Strippers,Music,Performers,Entertainment,Pole Dancing,Boyfriend,Girlfriend,BFF,Beads,Romance,Roast,Comedy,Burns,WTF,Audience,Q+A,Stamford CT,Connecticut,LGBTQ,RuPaul,Drag Race,All Stars,Atlanta,Jetset,Voguing,Memphis,Houston,Pizza,MTV,WorldStarHipHop,BET,Vh1,Farts",24," 3,592,413 ",40181,2882,PT3M15S,hd,public,,,
Audience Roast Compilation | Jerry Springer,76o42uaIitw,The Jerry Springer Show,2021-07-11T21:00:02Z,"Boom roasted.

#compilation #tv #clips #roast","full episodes of judge judy,full episodes of jerry springer,full episodes of judge mathis,jerry springer,jerry springer full episodes,jerry springer transgender show,full episodes 2021,jerry springer cheaters,jerry sprunger,jerry springer 2020,jerry springer 2021,cheaters get caught cheating,cheaters full episodes,jerry springer funny,cheaters tv show,cheaters tiktok,daytime tv shows,daytime tv commercials,daytime talk show,daytime talk shows like maury",24," 3,581,413 ",36905,1632,PT22M38S,hd,public,,,
I Cheated On You With A Transsexual (The Jerry Springer Show),qJF2sbGbsIs,The Jerry Springer Show,2017-08-29T18:19:34Z,"Paul is here to finally come clean to his baby mama Alexys, not only does he want to break things off, but before he does he wants to tell her he cheated.....with a transsexual! 

Subscribe NOW to The Jerry Springer Show: http://bit.ly/SpringerSub 

Don't miss another episode of #JerrySpringer, find out where to watch here: http://jerryspringertv.com/watch

Get social with us on:
Website: http://jerryspringertv.com/
Add us on Snapchat: JerrySpringerTV
Likes us on Facebook: https://www.facebook.com/JerrySpringer
Follow us on Twitter: https://twitter.com/SpringerTV
Follow us on Instagram: http://instagram.com/thejerryspringershow
Snag some merch at our Studio Promos Merch Store: http://www.studiopromos.com","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Fights,Fist fights,Fighting,Relationships,Love,Friendship,Conflict,Strippers,Music,Performers,Entertainment,Pole Dancing,Boyfriend,Girlfriend,BFF,Beads,Romance,Roast,Comedy,Burns,WTF,Audience,Q+A,Stamford CT,Connecticut,cheater,transsexual,transsexualism,break up,baby mama,drama,dumped",24," 3,540,644 ",31605,2483,PT3M25S,hd,public,,,
One Of The Greatest Guests Ever (The Jerry Springer Show),n8W-MPgKpac,The Jerry Springer Show,2017-10-13T01:00:02Z,"Man...Willie, we love you!

Subscribe NOW to The Jerry Springer Show: http://bit.ly/SpringerSub 

Don't miss another episode of #JerrySpringer, find out where to watch here: http://jerryspringertv.com/watch

Get social with us on:
Website: http://jerryspringertv.com/
Add us on Snapchat: JerrySpringerTV
Likes us on Facebook: https://www.facebook.com/JerrySpringer
Follow us on Twitter: https://twitter.com/SpringerTV
Follow us on Instagram: http://instagram.com/thejerryspringershow
Snag some merch at our Studio Promos Merch Store: http://www.studiopromos.com","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Fights,Fist fights,Fighting,Relationships,Love,Friendship,Conflict,Strippers,Music,Performers,Entertainment,Pole Dancing,Boyfriend,Girlfriend,BFF,Beads,Romance,Roast,Comedy,Burns,WTF,Audience,Q+A,Stamford CT,Connecticut,Willie,French Toast,Gay,Hit on,flirty,House Arrest,Southern Boy,South,Bestie,Arrested",24," 3,470,238 ",47988,2172,PT3M50S,hd,public,,,
"Little People, Big Problems | Jerry Springer",U1zyLRoLWSw,The Jerry Springer Show,2022-03-14T14:00:11Z,"JRoc cheated on his girl with his sister's friend!

FOLLOW JERRY SPRINGER!
Facebook: http://fb.me/JerrySpringer 
Instagram: @TheJerrySpringerShow
Twitter: @SpringerTV
Website: https://jerryspringertv.com 

Produced in Stamford, CT @ www.stamfordmediacenter.com

CLASSIC JERRY SPRINGER EPISODES FOR FREE
https://www.Nosey.com 

#JerrySpringer","full episodes of judge judy,full episodes of jerry springer,full episodes of judge mathis,jerry springer,jerry springer full episodes,jerry springer transgender show,full episodes 2021,jerry springer cheaters,jerry sprunger,jerry springer 2020,jerry springer 2021,cheaters get caught cheating,cheaters full episodes,jerry springer funny,cheaters tv show,cheaters tiktok,daytime tv shows,daytime tv commercials,daytime talk show,daytime talk shows like maury",24," 3,118,471 ",33417,1771,PT12M51S,hd,public,,,
"""It's To The Point Where..."" (The Jerry Springer Show)",0yNBcQivVLc,The Jerry Springer Show,2018-08-24T14:14:23Z,"These two fought over a Wendy's frosty! 

Subscribe NOW to The Jerry Springer Show: http://bit.ly/SpringerSub 

Don't miss another episode of #JerrySpringer, find out where to watch here: http://jerryspringertv.com/watch

Get social with us on:
Website: http://jerryspringertv.com/
Add us on Snapchat: JerrySpringerTV
Likes us on Facebook: https://www.facebook.com/JerrySpringer
Follow us on Twitter: https://twitter.com/SpringerTV
Follow us on Instagram: http://instagram.com/thejerryspringershow
Snag some merch at our Studio Promos Merch Store: http://www.studiopromos.com
Watch full episodes of The Jerry Springer Show on demand for free at: https://www.Nosey.com","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Fights,Fist fights,Fighting,Relationships,Love,Friendship,Conflict,Strippers,Music,Performers,Entertainment,Pole Dancing,Boyfriend,Girlfriend,BFF,Beads,Romance,Roast,Comedy,Burns,WTF,Audience,Q+A,Stamford CT,Connecticut,Wendy's,Hamburgers,drive thru,Magic,Fast Food,Jason Derulo,Goodbye,Nicki Minaj,Mom make out sesh",24," 3,107,510 ",29121,4401,PT5M1S,hd,public,,,
Best Guest Ever! (The Jerry Springer Show),qFwTg9sdkvw,The Jerry Springer Show,2017-05-16T23:30:00Z,"This guy has to be one of the most memorable guests we've ever had on Jerry Springer! 

Connect with The Jerry Springer Show:

Website: http://jerryspringertv.com/

Snapchat: JerrySpringerTV

Facebook: https://www.facebook.com/JerrySpringer

Twitter: https://twitter.com/SpringerTV

Instagram: http://instagram.com/thejerryspringershow

Studio Promos Merch Store: http://www.studiopromos.com","Entertainment,The Jerry Springer Show,Jerry Springer,Fights,Strippers,Catfights,Bromance,Family,Cheating,Pole Dance,Love,Lies,Fistfights,TV Show,Daytime TV Show,Talk Show,NBC Universal,NBC,Jerry Jerry Jerry,transsexuals,TV,Daytime Talk Show,Funny,LOL,Fighting,Roasts,Comedy Roasts,Transsexuals",24," 2,847,481 ",33578,2492,PT1M28S,hd,public,,,
Eye Doctors Hate Him #Jerryspringer #reality #tvshow #joke #funny,SNGouvz0q8g,The Jerry Springer Show,2024-04-30T23:06:57Z,,,24," 2,801,026 ",165497,1865,PT18S,hd,public,,,
"Swearin', Screamin' and Swingin' | Jerry Springer",tTcS5Ud9o7Y,The Jerry Springer Show,2020-09-12T16:00:10Z,"Melinda and her sister confront her cheating boyfriend and his new woman.

SUBSCRIBE TO JUDGE JERRY!
https://www.youtube.com/channel/UCwArXqlGpT6ANMwVVtYTtLw  

WHERE TO WATCH ON TV!
http://jerryspringertv.com/watch 

FOLLOW JERRY SPRINGER!
Facebook: https://www.facebook.com/JerrySpringer 
Instagram: @TheJerrySpringerShow
Twitter: @SpringerTV
Website: https://jerryspringertv.com 

JERRY SPRINGER MERCH!
https://www.studiopromos.com

CLASSIC JERRY SPRINGER EPISODES FOR FREE
https://www.Nosey.com 

#JerrySpringer #realityTV #judgejerry","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Relationships,Love,Friendship,Conflict,Music,Performers,Entertainment,Boyfriend,Girlfriend,BFF,Romance,Roast,Comedy,Burns,WTF,Stamford CT,Connecticut,Baby Mama,Cheaters,liar,lies,Judge Jerry,talk shows,reality television,Maury,Steve Wilkos,OMG,CW Network,lovers,Break-Ups,Cheating,Friendimies,Frenemies,LGBTQ,Threesomes,Daytime Talk",24," 2,758,800 ",12322,1185,PT19M15S,hd,public,,,
I'M STILL HOOKING UP WITH MY EX! (The Jerry Springer Show),dFXWOB1NzHc,The Jerry Springer Show,2020-02-18T13:00:09Z,"J.B. says he'll stop at nothing to win the love of his life back! 

#JerryJerryJerrySubscribe NOW to The Jerry Springer Show: http://bit.ly/SpringerSub 

Don't miss another episode of #JerrySpringer, find out where to watch here: http://jerryspringertv.com/watch

Get social with us on:
Website: http://jerryspringertv.com/
Add us on Snapchat: JerrySpringerTV
Likes us on Facebook: https://www.facebook.com/JerrySpringer
Follow us on Twitter: https://twitter.com/SpringerTV
Follow us on Instagram: http://instagram.com/thejerryspringershow
Snag some merch at our Studio Promos Merch Store: http://www.studiopromos.com
Watch full episodes of The Jerry Springer Show on demand for free at: https://www.Nosey.com","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Fights,Fist fights,Fighting,Relationships,Love,Friendship,Conflict,Strippers,Music,Performers,Entertainment,Pole Dancing,Boyfriend,Girlfriend,BFF,Beads,Romance,Roast,Comedy,Burns,WTF,Audience,Q+A,Stamford CT,Connecticut,Baby Mama,Cheaters,liar,lies,Judge Jerry,talk shows,reality television,Maury,Steve Wilkos,OMG,CW,CW Network,lovers,Break-Ups,Cheating,Friendimies,Frenemies,LGBTQ,Threesomes,Daytime Talk",24," 2,750,235 ",20695,2765,PT14M3S,hd,public,,,
Cuddling Gets Complicated! | Jerry Springer,BwZcJ7c6lUM,The Jerry Springer Show,2020-08-11T18:00:04Z,"Toni, who thinks she has a happy family, learns she has some competition.

SUBSCRIBE TO JUDGE JERRY!
https://www.youtube.com/channel/UCwArXqlGpT6ANMwVVtYTtLw  

WHERE TO WATCH ON TV!
http://jerryspringertv.com/watch 

FOLLOW JERRY SPRINGER!
Facebook: https://www.facebook.com/JerrySpringer 
Instagram: @TheJerrySpringerShow
Twitter: @SpringerTV
Website: https://jerryspringertv.com 

JERRY SPRINGER MERCH!
https://www.studiopromos.com

CLASSIC JERRY SPRINGER EPISODES FOR FREE
https://www.Nosey.com 

#JerrySpringer #FYP #foryourpleasure","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Relationships,Love,Friendship,Conflict,Music,Performers,Entertainment,Boyfriend,Girlfriend,BFF,Romance,Roast,Comedy,Burns,WTF,Stamford CT,Connecticut,Baby Mama,Cheaters,liar,lies,Judge Jerry,talk shows,reality television,Maury,Steve Wilkos,OMG,CW Network,lovers,Break-Ups,Cheating,Friendimies,Frenemies,LGBTQ,Threesomes,Daytime Talk",24," 2,577,987 ",16069,1483,PT14M14S,hd,public,,,
Threesome With Two Sisters! | Jerry Springer,cP0GDCmYY0g,The Jerry Springer Show,2020-04-11T16:00:30Z,"Kelsey's sister, Sarah, is mad at her. Sarah convinced Kelsey to have a threesome at a party with her and another man. However, the man was in a relationship, so Kelsey told his girlfriend the truth!

Subscribe NOW to The Jerry Springer Show: http://bit.ly/SpringerSub 

Don't miss another episode of #JerrySpringer, find out where to watch here: http://jerryspringertv.com/watch

#Threesome

Get social with us on:
Website: http://jerryspringertv.com/
Add us on Snapchat: JerrySpringerTV
Likes us on Facebook: https://www.facebook.com/JerrySpringer
Follow us on Twitter: https://twitter.com/SpringerTV
Follow us on Instagram: http://instagram.com/thejerryspringershow
Snag some merch at our Studio Promos Merch Store: http://www.studiopromos.com
Watch full episodes of The Jerry Springer Show on demand for free at: https://www.Nosey.com","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Fights,Fist fights,Fighting,Relationships,Love,Friendship,Conflict,Strippers,Music,Performers,Entertainment,Pole Dancing,Boyfriend,Girlfriend,BFF,Beads,Romance,Roast,Comedy,Burns,WTF,Audience,Q+A,Stamford CT,Connecticut,Baby Mama,Cheaters,liar,lies,Judge Jerry,talk shows,reality television,Maury,Steve Wilkos,OMG,CW,CW Network,lovers,Break-Ups,Cheating,Friendimies,Frenemies,LGBTQ,Threesomes,Daytime Talk",24," 2,563,528 ",26239,2782,PT11M2S,hd,public,,,
Whoops...I Cheated | Jerry Springer,CmW-TLGT4CQ,The Jerry Springer Show,2020-11-04T17:00:02Z,"A.T. is in love with a married convict.

SUBSCRIBE TO JUDGE JERRY!
https://www.youtube.com/channel/UCwArXqlGpT6ANMwVVtYTtLw  

WHERE TO WATCH ON TV!
http://jerryspringertv.com/watch 

FOLLOW JERRY SPRINGER!
Facebook: https://www.facebook.com/JerrySpringer 
Instagram: @TheJerrySpringerShow
Twitter: @SpringerTV
Website: https://jerryspringertv.com 

JERRY SPRINGER MERCH!
https://www.studiopromos.com

CLASSIC JERRY SPRINGER EPISODES FOR FREE
https://www.Nosey.com 

#JerrySpringer #cheaters #realitytv #thejerryspringershow","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Relationships,Love,Friendship,Conflict,Music,Performers,Entertainment,Boyfriend,Girlfriend,BFF,Romance,Roast,Comedy,Burns,WTF,Stamford CT,Connecticut,Baby Mama,Cheaters,liar,lies,Judge Jerry,talk shows,reality television,Maury,Steve Wilkos,OMG,CW Network,lovers,Break-Ups,Cheating,Friendimies,Frenemies,LGBTQ,Threesomes,Daytime Talk",24," 2,529,423 ",23301,2055,PT12M59S,hd,public,,,
Sweet Revenge #Maury #Mauryshow #baking #cake #reality #tvshow,pn6vj5GI3-0,The Jerry Springer Show,2024-02-10T03:21:41Z,,,24," 2,474,991 ",214677,1452,PT53S,hd,public,,,
my man slept with the wrong twin! | Jerry Springer,ohkYeQPo15s,The Jerry Springer Show,2021-04-03T14:00:26Z,"W in the chat for vro  

SUBSCRIBE TO JUDGE JERRY!
https://www.youtube.com/channel/UCwArXqlGpT6ANMwVVtYTtLw  

WHERE TO WATCH ON TV!
http://jerryspringertv.com/watch 

FOLLOW JERRY SPRINGER!
Facebook: https://www.facebook.com/JerrySpringer 
Instagram: @TheJerrySpringerShow
Twitter: @SpringerTV
Website: https://jerryspringertv.com 

JERRY SPRINGER MERCH!
https://www.studiopromos.com

CLASSIC JERRY SPRINGER EPISODES FOR FREE
https://www.Nosey.com 

#JerrySpringer #Cheater #Realitytv","NBC,NBCUniversal,Jerry Springer,The Jerry Springer Show,Relationships,Love,Friendship,Conflict,Music,Performers,Entertainment,Boyfriend,Girlfriend,BFF,Romance,Roast,Comedy,Burns,WTF,Stamford CT,Connecticut,Baby Mama,Cheaters,liar,lies,Judge Jerry,talk shows,reality television,Maury,Steve Wilkos,OMG,CW Network,lovers,Break-Ups,Cheating,Friendimies,Frenemies,LGBTQ,Threesomes,Daytime Talk",24," 2,293,685 ",28737,1489,PT9M21S,hd,public,,,
One of the Craziest Springer Moments EVER  (The Jerry Springer Show),6Ox6TqDeeCk,The Jerry Springer Show,2016-04-26T00:00:03Z,"No words can describe what you're about to see, although it might be one of the weirdest happy endings we've had in a long time.  

Connect with The Jerry Springer Show:

Website: http://jerryspringertv.com/

Snapchat: JerrySpringerTV

Facebook: https://www.facebook.com/JerrySpringer

Twitter: https://twitter.com/SpringerTV

Instagram: http://instagram.com/thejerryspringershow

Studio Promos Merch Store: http://www.studiopromos.com","Entertainment,The Jerry Springer Show,Jerry Springer,Fights,Strippers,Catfights,Bromance,Family,Cheating,Pole Dance,Love,Lies,Fistfights,TV Show,Daytime TV Show,Talk Show,NBC Universal,NBC,Jerry Jerry Jerry",24," 2,245,382 ",15688,2083,PT3M11S,sd,public,,,
